 
 ________________________________________________________________________ 
                                                                          
                              D U R A C O N                               
                                                                          
         Durability of Concrete Structures in Marine Environment          
                                                                          
                        Release v1.0 - March 2004                         
          Department of Civil Engineering - University of Minho           
 ________________________________________________________________________ 
 
File name: simulation
Project name: New Project 01 - This is a test routine ( 20040109 )
 
 
 ##### Input Data ##### 
 ________________________________________________________________________ 
 
  Number of simulations: n = 5000 
  Initial seed: i = 123456789 
  Concrete cover: xc = N(55.000,5.000)
  Diffusion Coefficient: Dcoef = N(1.050,0.230)
  Critical Chloride Concenrtration: Ccr = N(0.400,0.040)
  Surface Chloride Concenrtration: Cs = N(2.500,0.250)
  Age exponent: n = N(0.600,0.050)
  Time: t = D(80.000,0.000)
  Time of testing: to = D(90.000) 
 
 ##### Output Data ##### 
 ________________________________________________________________________ 
 
  Time     Prob.       Std.            Beta            Prob. Failure
  (years)  Failure     Error           Index           (Beta Index) 
 
  80  0.0000  0.0000000e+000  6.4091  0.0000 
 
 
 ##### I, G, R & S #####
 ________________________________________________________________________ 
 
  Index   Indicator    Failure            Resistance         Load         
          Function (I) Function (G)       Variable (R)       Variable (S) 

    146   0            3.07881905e+001    5.03769700e+001    1.95887795e+001 
    147   0            3.08446999e+001    5.24316014e+001    2.15869016e+001 
    148   0            3.71653069e+001    5.42897208e+001    1.71244139e+001 
    149   0            3.14914172e+001    5.32433988e+001    2.17519816e+001 
    150   0            3.62439831e+001    5.34279116e+001    1.71839285e+001 
    151   0            4.02128968e+001    5.98525156e+001    1.96396188e+001 
    152   0            3.64444863e+001    5.51658058e+001    1.87213195e+001 
    153   0            4.36701950e+001    6.02443177e+001    1.65741226e+001 
    154   0            2.68853313e+001    4.79468084e+001    2.10614771e+001 
    155   0            3.00432454e+001    4.83900326e+001    1.83467872e+001 
    156   0            3.27752938e+001    5.04073468e+001    1.76320530e+001 
    157   0            3.72049818e+001    5.81397476e+001    2.09347657e+001 
    158   0            4.19883382e+001    5.56919652e+001    1.37036269e+001 
    159   0            4.28080173e+001    5.70668257e+001    1.42588085e+001 
    160   0            3.96667244e+001    5.19668482e+001    1.23001238e+001 
    161   0            3.86830843e+001    5.77188919e+001    1.90358076e+001 
    162   0            3.27192824e+001    4.63855636e+001    1.36662812e+001 
    163   0            2.93417632e+001    4.53051220e+001    1.59633588e+001 
    164   0            4.03502242e+001    5.12994446e+001    1.09492204e+001 
    165   0            4.00355218e+001    5.39403164e+001    1.39047946e+001 
    166   0            3.67680909e+001    5.37439037e+001    1.69758128e+001 
    167   0            2.91189530e+001    4.95249241e+001    2.04059710e+001 
    168   0            3.75905276e+001    5.36975670e+001    1.61070393e+001 
    169   0            3.04808364e+001    4.82254410e+001    1.77446046e+001 
    170   0            4.27222770e+001    6.19648269e+001    1.92425500e+001 
    171   0            4.87600952e+001    6.48452205e+001    1.60851252e+001 
    172   0            3.86778999e+001    5.76213911e+001    1.89434912e+001 
    173   0            3.90054366e+001    5.63156853e+001    1.73102487e+001 
    174   0            3.71401086e+001    5.38174406e+001    1.66773320e+001 
    175   0            3.58144587e+001    5.39819485e+001    1.81674898e+001 
    176   0            3.20114467e+001    5.55829102e+001    2.35714634e+001 
    177   0            4.65754565e+001    6.02805719e+001    1.37051154e+001 
    178   0            3.84482211e+001    5.48596513e+001    1.64114302e+001 
    179   0            3.04590112e+001    5.15201532e+001    2.10611419e+001 
    180   0            4.21967158e+001    6.01446410e+001    1.79479251e+001 
    181   0            2.03912645e+001    4.50892512e+001    2.46979868e+001 
    182   0            3.50452801e+001    5.65416397e+001    2.14963596e+001 
    183   0            4.44946135e+001    6.03001645e+001    1.58055510e+001 
    184   0            4.31555171e+001    5.89328609e+001    1.57773437e+001 
    185   0            4.34792454e+001    5.60754703e+001    1.25962249e+001 
    186   0            3.47190296e+001    5.70982655e+001    2.23792359e+001 
    187   0            3.95079765e+001    6.09334363e+001    2.14254598e+001 
    188   0            3.96384311e+001    5.09308583e+001    1.12924272e+001 
    189   0            4.42179703e+001    6.05059239e+001    1.62879536e+001 
    190   0            3.16450506e+001    4.81256017e+001    1.64805511e+001 
    191   0            4.38709203e+001    6.05240106e+001    1.66530904e+001 
    192   0            4.03329431e+001    5.50437595e+001    1.47108164e+001 
    193   0            4.03146179e+001    5.80020839e+001    1.76874660e+001 
    194   0            3.08552560e+001    4.91709730e+001    1.83157171e+001 
    195   0            4.37475209e+001    5.90970063e+001    1.53494855e+001 
    196   0            4.25020643e+001    6.02987422e+001    1.77966779e+001 
    197   0            3.67166291e+001    5.25527293e+001    1.58361002e+001 
    198   0            3.01093939e+001    5.09450490e+001    2.08356551e+001 
    199   0            4.03841453e+001    5.85934040e+001    1.82092587e+001 
    200   0            4.49449419e+001    5.82964538e+001    1.33515119e+001 
    201   0            4.68814326e+001    5.96435079e+001    1.27620753e+001 
    202   0            4.89585519e+001    6.09850322e+001    1.20264803e+001 
    203   0            4.51567614e+001    6.17645263e+001    1.66077649e+001 
    204   0            3.65849205e+001    5.49449766e+001    1.83600561e+001 
    205   0            3.02470637e+001    4.60955478e+001    1.58484841e+001 
    206   0            4.46890580e+001    6.27920685e+001    1.81030105e+001 
    207   0            3.19147575e+001    4.75169190e+001    1.56021614e+001 
    208   0            4.30651988e+001    5.40961736e+001    1.10309748e+001 
    209   0            3.10600012e+001    4.35499611e+001    1.24899599e+001 
    210   0            3.95747911e+001    5.59985770e+001    1.64237858e+001 
    211   0            4.94590478e+001    6.72753987e+001    1.78163508e+001 
    212   0            4.64542021e+001    5.99540881e+001    1.34998860e+001 
    213   0            4.05100230e+001    5.28072816e+001    1.22972586e+001 
    214   0            4.15506165e+001    5.49647690e+001    1.34141525e+001 
    215   0            3.52799810e+001    5.39242654e+001    1.86442844e+001 
    216   0            3.77464750e+001    5.45465010e+001    1.68000261e+001 
    217   0            3.44334060e+001    4.90447934e+001    1.46113874e+001 
    218   0            3.78841209e+001    5.63095974e+001    1.84254765e+001 
    219   0            2.31722004e+001    4.37727669e+001    2.06005665e+001 
    220   0            3.35800800e+001    5.36188795e+001    2.00387994e+001 
    221   0            4.36042376e+001    6.09206483e+001    1.73164107e+001 
    222   0            3.05773907e+001    4.69785627e+001    1.64011720e+001 
    223   0            3.50530724e+001    5.07050210e+001    1.56519486e+001 
    224   0            2.97913790e+001    4.93874791e+001    1.95961001e+001 
    225   0            3.88510502e+001    5.79625271e+001    1.91114770e+001 
    226   0            3.08716099e+001    4.94844648e+001    1.86128549e+001 
    227   0            3.59495027e+001    5.36017234e+001    1.76522207e+001 
    228   0            3.17559247e+001    5.05263583e+001    1.87704336e+001 
    229   0            3.88371905e+001    5.56501941e+001    1.68130036e+001 
    230   0            4.37252530e+001    5.72642442e+001    1.35389912e+001 
    231   0            4.87503137e+001    6.40090988e+001    1.52587851e+001 
    232   0            4.21392700e+001    5.88602276e+001    1.67209576e+001 
    233   0            3.04254028e+001    4.66798713e+001    1.62544685e+001 
    234   0            3.85846151e+001    5.36626689e+001    1.50780538e+001 
    235   0            5.01452640e+001    5.84485250e+001    8.30326097e+000 
    236   0            3.86625898e+001    5.30829402e+001    1.44203504e+001 
    237   0            3.76515947e+001    5.36382559e+001    1.59866612e+001 
    238   0            3.82793896e+001    5.61949154e+001    1.79155258e+001 
    239   0            4.81949074e+001    6.10774686e+001    1.28825612e+001 
    240   0            3.41368693e+001    4.95805457e+001    1.54436764e+001 
    241   0            4.16754280e+001    5.68345065e+001    1.51590785e+001 
    242   0            4.22748644e+001    5.55878148e+001    1.33129505e+001 
    243   0            2.82447984e+001    5.16883819e+001    2.34435836e+001 
    244   0            3.72596629e+001    5.01509375e+001    1.28912746e+001 
    245   0            3.60712285e+001    5.19697245e+001    1.58984959e+001 
    246   0            3.30566562e+001    4.99338030e+001    1.68771468e+001 
    247   0            4.44349568e+001    6.01658161e+001    1.57308593e+001 
    248   0            4.51338097e+001    5.87243962e+001    1.35905865e+001 
    249   0            3.73924184e+001    5.61472484e+001    1.87548299e+001 
    250   0            4.08249959e+001    5.72199627e+001    1.63949669e+001 
    251   0            4.07146939e+001    5.72906831e+001    1.65759891e+001 
    252   0            4.15908485e+001    5.59706816e+001    1.43798331e+001 
    253   0            4.14062982e+001    5.97825204e+001    1.83762222e+001 
    254   0            3.47001018e+001    5.04054802e+001    1.57053784e+001 
    255   0            4.04196858e+001    5.55992013e+001    1.51795155e+001 
    256   0            3.73098887e+001    5.23893320e+001    1.50794433e+001 
    257   0            3.47083589e+001    5.61148380e+001    2.14064790e+001 
    258   0            3.61370701e+001    5.28962284e+001    1.67591583e+001 
    259   0            4.19365464e+001    5.51923028e+001    1.32557564e+001 
    260   0            3.65192248e+001    5.34560744e+001    1.69368497e+001 
    261   0            3.76326931e+001    6.43801067e+001    2.67474135e+001 
    262   0            3.27699970e+001    5.26917031e+001    1.99217061e+001 
    263   0            4.13931807e+001    5.82267986e+001    1.68336179e+001 
    264   0            3.68077600e+001    5.28427752e+001    1.60350152e+001 
    265   0            2.78836172e+001    4.27211086e+001    1.48374914e+001 
    266   0            3.30263849e+001    5.23560616e+001    1.93296767e+001 
    267   0            3.10007772e+001    4.50528254e+001    1.40520482e+001 
    268   0            3.96332205e+001    5.13899367e+001    1.17567162e+001 
    269   0            4.38740666e+001    5.67887962e+001    1.29147296e+001 
    270   0            3.46972131e+001    5.32885798e+001    1.85913667e+001 
    271   0            4.03208431e+001    5.44770513e+001    1.41562082e+001 
    272   0            4.43290745e+001    6.17894772e+001    1.74604026e+001 
    273   0            3.88501283e+001    5.60775230e+001    1.72273946e+001 
    274   0            3.15442752e+001    5.20057338e+001    2.04614586e+001 
    275   0            3.31639304e+001    4.72952899e+001    1.41313595e+001 
    276   0            3.55836311e+001    5.11784341e+001    1.55948030e+001 
    277   0            4.41342150e+001    5.57081772e+001    1.15739622e+001 
    278   0            3.85751416e+001    5.20284133e+001    1.34532717e+001 
    279   0            4.10409484e+001    5.71041736e+001    1.60632252e+001 
    280   0            4.70427517e+001    6.05958148e+001    1.35530631e+001 
    281   0            3.90802759e+001    5.66506179e+001    1.75703419e+001 
    282   0            3.15937325e+001    5.17834161e+001    2.01896836e+001 
    283   0            5.08498778e+001    6.50368868e+001    1.41870090e+001 
    284   0            4.13151161e+001    5.86371753e+001    1.73220592e+001 
    285   0            4.40202475e+001    5.91594204e+001    1.51391729e+001 
    286   0            3.92943624e+001    5.87344591e+001    1.94400967e+001 
    287   0            3.84468209e+001    5.87167492e+001    2.02699283e+001 
